Unnamed: 0,Amount per serving,% Daily Value*
Calories : 250,250,
"Total Fat, g : 11",11,14.0
"Saturated Fat, g : 2",2,10.0
"Trans Fat, g : 0",0,
"Polyunsaturated Fat, g : 3",3,
"Monounsaturated Fat, g : 6",6,
"Cholesterol, mg : 15",15,5.0
"Sodium, mg : 420",420,18.0
"Total Carbohydrate, g : 21",21,8.0
"Dietary Fiber, g : 7",7,25.0
"Total Sugars, g : 8",8,
"Added Sugars, g : 8",8,16.0
"Protein, g : 23",23,46.0
