,SKU66670
"Protein, g",9
"Fat, g",9
"Saturated Fat, g",1.5
"Trans Fat, g",0
"Polyunsaturated Fat, g",3.5
"Monounsaturated Fat, g",3.5
"Cholesterol, mg",0
"Carbohydrate, g",31
"Dietary Fiber, g",2
"Total Sugars, g",9
"L-Carnitine, mg",4
"Taurine, mg",18
"Water, g",196
Calories,240
