Unnamed: 0,Amount per serving,% Daily Value*
Calories : 240,240,
"Total Fat, g : 9",9,12
"Saturated Fat, g : 1",1,5
"Trans Fat, g : 0",0,
"Polyunsaturated Fat, g : 2.5",2.5,
"Monounsaturated Fat, g : 4.5",4.5,
"Cholesterol, mg : 5",5,<2
"Sodium, mg : 90",90,4
"Total Carbohydrate, g : 33",33,12
"Dietary Fiber, g : <1",<1,<2
"Total Sugars, g : 12",12,
"Added Sugars, g : 11",11,22
"Protein, g : 7",7,14
