,SKU67276
Calories,150
"Total Fat, g",1
"Saturated Fat, g",0.5
"Trans Fat, g",0
"Cholesterol, mg",25
"Sodium, mg",220
"Total Carbohydrate, g",5
"Dietary Fiber, g",1
"Total Sugars, g",1
"Added Sugars, g",0
"Protein, g",30
