,SKU64903
Calories,240
"Total Fat, g",0
"Saturated Fat, g",0
"Trans Fat, g",0
"Cholesterol, mg",5
"Sodium, mg",70
"Total Carbohydrate, g",52
"Dietary Fiber, g",0
"Total Sugars, g",30
"Added Sugars, g",30
"Protein, g",8
