Unnamed: 0,Amount per serving,% Daily Value*
"Protein, g : 9.9",9.9,
"Fat, g : 12.9",12.9,
"Carbohydrate, g : 22.8",22.8,
"Dietary Fiber, g : 3.4<sup>*</sup>",3.4*,
"Taurine, mg : 25",25,
"L-Carnitine, mg : 34",34,
"m-Inositol, mg : 200",200,
"Water, g/mL : 202",202,
Calories : 237,237,
