Unnamed: 0,Amount per serving,% Daily Value*
Calories : 160,160.0,
"Total Fat, g : 7",7.0,9.0
"Saturated Fat, g : 2.5",2.5,13.0
"Trans Fat, g : 0",0.0,
"Polyunsaturated Fat, g : 1",1.0,
"Monounsaturated Fat, g : 2.5",2.5,
"Cholesterol, mg : 0",0.0,0.0
"Sodium, mg : 170",170.0,7.0
"Total Carbohydrate, g : 17",17.0,6.0
"Dietary Fiber, g : 3",3.0,11.0
"Total Sugars, g : 4",4.0,
"Added Sugars, g : 4",4.0,8.0
"Sugar Alcohols, g : 4",4.0,
"Protein, g : 11",11.0,22.0
