,SKU63161
Calories,210
Calories from Fat,60
"Total Fat, g",7
"Saturated Fat, g",4
"Trans Fat, g",0
"Cholesterol, mg",<5
"Sodium, mg",270
"Potassium, mg",130
"Total Carbohydrate, g",24
"Dietary Fiber, g",3
"Sugars, g",15
"Protein, g",14
