,SKU56500
Calories,180
"Total Fat, g",0
"Saturated Fat, g",0
"Trans Fat, g",0
"Cholesterol, mg",5
"Sodium, mg",70
"Total Carbohydrate, g",37
"Dietary Fiber, g",0
"Total Sugars, g",18
"Added Sugars, g",18
"Protein, g",8
