Unnamed: 0,Amount per serving,% Daily Value*
Calories : 160,160,
"Total Fat, g : 2",2,3
"Saturated Fat, g : 0.5",0.5,3
"Trans Fat, g : 0",0,
"Polyunsaturated Fat, g : 0.5",0.5,
"Monounsaturated Fat, g : 1",1,
"Cholesterol, mg : 20",20,7
"Sodium, mg : 210",210,9
"Total Carbohydrate, g : 19",19,7
"Dietary Fiber, g : <1",<1,<3
"Total Sugars, g : 4",4,
"Added Sugars, g : 4",4,7
"Protein, g : 16",16,32
