,SKU57269
Calories,350
"Total Fat, g",11
"Saturated Fat, g",1
"Trans Fat, g",0
"Polyunsaturated Fat, g",4
"Monounsaturated Fat, g",5
"Cholesterol, mg",10
"Sodium, mg",210
"Total Carbohydrate, g",50
"Dietary Fiber, g",<1
"Total Sugars, g",20
"Added Sugars, g",19
"Protein, g",13
