Unnamed: 0,Amount per serving,% Daily Value*
Calories : 350,350.0,
"Total Fat, g : 11",11.0,14.0
"Saturated Fat, g : 1.5",1.5,8.0
"Trans Fat, g : 0",0.0,
"Polyunsaturated Fat, g : 4",4.0,
"Monounsaturated Fat, g : 5",5.0,
"Cholesterol, mg : 10",10.0,3.0
"Sodium, mg : 230",230.0,10.0
"Total Carbohydrate, g : 50",50.0,18.0
"Dietary Fiber, g : 1",1.0,4.0
"Total Sugars, g : 19",19.0,
"Added Sugars, g : 18",18.0,37.0
"Protein, g : 13",13.0,26.0
