,Unnamed: 0,Amount per serving,% Daily Value*
0,Calories : 220,220.0,
1,"Total Fat, g : 9",9.0,12.0
2,"Saturated Fat, g : 1.5",1.5,8.0
3,"Trans Fat, g : 0",0.0,
4,"Polyunsaturated Fat, g : 2",2.0,
5,"Monounsaturated Fat, g : 4.5",4.5,
6,"Cholesterol, mg : 10",10.0,3.0
7,"Sodium, mg : 120",120.0,5.0
8,"Total Carbohydrate, g : 29",29.0,11.0
9,"Dietary Fiber, g : 1",1.0,4.0
10,"Sugars, g : 12",12.0,
11,"Added Sugars, g : 12",12.0,24.0
12,"Protein, g : 6",6.0,12.0
