Unnamed: 0,Amount per serving,% Daily Value*
"Protein, g : 14.2",14.2,
"Fat, g : 14.2",14.2,
"Carbohydrate, g : 27.1",27.1,
"Dietary Fiber, g : 3.8<sup>*</sup>",3.8*,
"Water, g : 192",192,
Calories : 285,285,
"Taurine, mg : 32",32,
"L-Carnitine, mg : 42",42,
