,Unnamed: 0,Amount per serving,% Daily Value*
0,Calories : 140,140,
1,"Total Fat, g : 5",5,6.0
2,"Saturated Fat, g : 0.5",0.5,3.0
3,"Trans Fat, g : 0",0,
4,"Polyunsaturated Fat, g : 2",2,
5,"Monounsaturated Fat, g : 2.5",2.5,
6,"Cholesterol, mg : <5",<5,0.0
7,"Sodium, mg : 230",230,10.0
8,"Total Carbohydrate, g : 19",19,7.0
9,"Dietary Fiber, g : 3",3,11.0
10,"Total Sugars, g : 5",5,
11,"Added Sugars, g : 5",5,9.0
12,"Protein, g : 7",7,14.0
