,Unnamed: 0,Amount per serving,% Daily Value*
0,Calories : 160,160,
1,"Total Fat, g : 2",2,3
2,"Saturated Fat, g : 0.5",0.5,3
3,"Trans Fat, g : 0",0,
4,"Polyunsaturated Fat, g : 0.5",0.5,
5,"Monounsaturated Fat, g : 1",1,
6,"Cholesterol, mg : 20",20,7
7,"Sodium, mg : 210",210,9
8,"Total Carbohydrate, g : 19",19,7
9,"Dietary Fiber, g : <1",<1,<3
10,"Total Sugars, g : 4",4,
11,"Added Sugars, g : 4",4,7
12,"Protein, g : 16",16,32
