Unnamed: 0,Amount per serving,% Daily Value*
Calories : 220,220,
Calories from Fat : 50,50,
"Total Fat, g : 6",6,9
"Saturated Fat, g : 1",1,5
"Trans Fat, g : 0",0,
"Polyunsaturated Fat, g : 3",3,
"Monounsaturated Fat, g : 2",2,
"Cholesterol, mg : 5",5,2
"Sodium, mg : 170",170,7
"Potassium, mg : 350",350,10
"Total Carbohydrate, g : 32",32,11
"Dietary Fiber, g : <1",<1,<4
"Sugars, g : 10",10,
"Protein, g : 9",9,18
