Unnamed: 0,Amount per serving,% Daily Value*
Calories : 70,70.0,
"Total Fat, g : 2",2.0,3.0
"Saturated Fat, g : 0.5",0.5,3.0
"Trans Fat, g : 0",0.0,
"Cholesterol, mg : 10",10.0,3.0
"Sodium, mg : 230",230.0,10.0
"Total Carbohydrate, g : 2",2.0,1.0
"Dietary Fiber, g : 0",0.0,0.0
"Total Sugars, g : 0",0.0,
"Added Sugars, g : 0",0.0,0.0
"Protein, g : 12",12.0,24.0
