,item_id,ingredient
32635, 63161p12,Cyanocobalamin [Vit B12])
29525, 63161p12,Folic Acid [Vit B9]
32013, 63161p12,Sodium Molybdate
25171, 63161p12,Zinc Oxide
20195, 63161p12,Natural Flavor
28903, 63161p12,Thiamine Mononitrate [Vit B1]
9621, 63161p12,Xanthan Gum
2157, 63161p12,Peanut Butter Fudge (Corn Syrup
10865, 63161p12,Beta-Carotene)
40090, 63214p12,Thiamine Mononitrate [Vit B1]
17076, 63214p12,Cocoa Butter
17698, 63214p12,Soy Lecithin
20808, 63214p12,Chocolate Powder (Natural Cocoa Powder
35114, 63214p12,dl-Alpha-Tocopheryl Acetate [Vit E]
34492, 63214p12,Magnesium Oxide
26406, 63214p12,Cocoa [Processed with Alkali]
33248, 63214p12,Vitamin & Mineral Blend (Calcium Phosphate
19564, 63214p12,Chocolate Liquor
10856, 63214p12,Chocolate Flavored Coating (Sugar
8368, 63214p12,Vanilla Extract
32004, 63214p12,Caramel Color
12100, 63214p12,Cocoa Powder [Processed with Alkali]
24540, 63214p12,Cocoa Fructose (Fructose
15210, 63214p12,Soy Protein Isolate
2770, 63214p12,Chocolate Layer (Corn Syrup
15832, 63214p12,Chocolate Drops (Sugar
37602, 63214p12,Ferrous Fumarate [Iron]
39468, 63214p12,Riboflavin [Vit B2]
35736, 63214p12,Niacinamide [Vit B3]
10234, 63214p12,Carob Seed Gum)
8990, 63214p12,Gum Arabic
7124, 63214p12,Natural Flavors
4636, 63214p12,Sugar
11478, 63214p12,Fractionated Palm Kernel Oil
30760, 63214p12,Glycerine
20186, 63214p12,Cocoa (Processed with Alkali) Less than 2% of the Following: High Oleic Safflower and/or High Oleic Sunflower Oil
33870, 63214p12,Ascorbic Acid [Vit C]
23918, 63214p12,Vanilla)
25784, 63214p12,Corn Maltodextrin
28272, 63214p12,Carrageenan
38224, 63214p12,Pyridoxine Hydrochloride [Vit B6]
43822, 63214p12,Cyanocobalamin [Vit B12])
282, 63214p12,Soy Protein Nuggets (Isolated Soy Protein
9612, 63214p12,Xanthan Gum
43200, 63214p12,Sodium Molybdate
27650, 63214p12,Salt
25162, 63214p12,Water
42578, 63214p12,Sodium Selenite
36980, 63214p12,Calcium Pantothenate [Vit B5]
2148, 63214p12,Salt)
29516, 63214p12,Tocopherol
40712, 63214p12,Folic Acid [Vit B9]
1526, 63214p12,Tapioca Starch
41956, 63214p12,Biotin [Vit B7]
14588, 63214p12,Corn Syrup
38846, 63214p12,Vitamin A Palmitate
3392, 63214p12,Palm Kernel Oil
30138, 63214p12,Ascorbic Acid)
13344, 63214p12,Nonfat Milk Powder
4014, 63214p12,Invert Sugar
41334, 63214p12,Chromium Chloride
27028, 63214p12,Natural Cocoa
6502, 63214p12,Milk Protein Isolate
36358, 63214p12,Zinc Oxide
18942, 63214p12,Fructose Syrup
36965, 63225p12,Cyanocobalamin [Vit B12])
2133, 63225p12,Salt)
10841, 63225p12,Cocoa Butter
21415, 63225p12,Natural Flavors
18927, 63225p12,Cocoa [Processed with Alkali]
17683, 63225p12,Water
4621, 63225p12,Soy Lecithin
20171, 63225p12,Salt
5243, 63225p12,Nonfat Milk Powder
22037, 63225p12,Tocopherol
19549, 63225p12,Natural Cocoa
18305, 63225p12,Corn Maltodextrin
22659, 63225p12,Ascorbic Acid)
36343, 63225p12,Sodium Molybdate
3999, 63225p12,Cocoa Powder [Processed with Alkali]
23281, 63225p12,Cocoa (Processed with Alkali)
26391, 63225p12,Vitamin & Mineral Blend (Calcium Phosphate
35721, 63225p12,Sodium Selenite
20793, 63225p12,Carrageenan
27013, 63225p12,Ascorbic Acid [Vit C]
27635, 63225p12,Magnesium Oxide
9597, 63225p12,Sugar
23903, 63225p12,High Oleic Safflower and/or High Oleic Sunflower Oil Less than 2% of the Following: Glycerine
25147, 63225p12,Caramel Color
28257, 63225p12,dl-Alpha-Tocopheryl Acetate [Vit E]
2755, 63225p12,Chocolate Flavored Coating (Sugar
3377, 63225p12,Fractionated Palm Kernel Oil
1511, 63225p12,Tapioca Starch
10219, 63225p12,Chocolate Liquor
14573, 63225p12,Sunflower Oil
7109, 63225p12,Roasted Almonds
8975, 63225p12,Chocolate Powder (Natural Cocoa Powder
33233, 63225p12,Thiamine Mononitrate [Vit B1]
12085, 63225p12,Vanilla)
17061, 63225p12,Cocoa Fructose (Fructose
31989, 63225p12,Vitamin A Palmitate
34477, 63225p12,Chromium Chloride
7731, 63225p12,Soy Protein Isolate
33855, 63225p12,Folic Acid [Vit B9]
31367, 63225p12,Pyridoxine Hydrochloride [Vit B6]
15817, 63225p12,Baking Soda)
8353, 63225p12,Fructose Syrup
6487, 63225p12,Corn Syrup
28879, 63225p12,Niacinamide [Vit B3]
12707, 63225p12,Chocolate Cookie Pieces (Bleached Wheat Flour
30745, 63225p12,Ferrous Fumarate [Iron]
30123, 63225p12,Calcium Pantothenate [Vit B5]
267, 63225p12,Soy Protein Nuggets (Isolated Soy Protein
35099, 63225p12,Biotin [Vit B7]
32611, 63225p12,Riboflavin [Vit B2]
29501, 63225p12,Zinc Oxide
278, 63259p12,Soy Protein Nuggets (Isolated Soy Protein
27024, 63259p12,Pyridoxine Hydrochloride [Vit B6]
24536, 63259p12,Niacinamide [Vit B3]
23914, 63259p12,dl-Alpha-Tocopheryl Acetate [Vit E]
30134, 63259p12,Chromium Chloride
18316, 63259p12,Glycerine Less than 2% of the Following: Fructose
3388, 63259p12,Cocoa Powder
2766, 63259p12,Fractionated Palm Kernel Oil
20804, 63259p12,Xanthan Gum
22670, 63259p12,Ascorbic Acid [Vit C]
10852, 63259p12,Natural Vanilla Flavor)
30756, 63259p12,Biotin [Vit B7]
15828, 63259p12,Soy Lecithin)
31378, 63259p12,Sodium Selenite
4632, 63259p12,Nonfat Milk Powder
13340, 63259p12,Soybean Oil
23292, 63259p12,Magnesium Oxide
17694, 63259p12,High Oleic Safflower Oil
14584, 63259p12,Natural Flavors
19560, 63259p12,Calcium Phosphate
26402, 63259p12,Ferrous Fumarate [Iron]
8364, 63259p12,Chocolate Liquor
27646, 63259p12,Vitamin A Palmitate
5254, 63259p12,Lecithin
6498, 63259p12,Corn Syrup
28890, 63259p12,Thiamine Mononitrate [Vit B1]
2144, 63259p12,Chocolate Flavored Coating (Sugar
21426, 63259p12,Soy Lecithin
4010, 63259p12,Whey Powder
5876, 63259p12,Vanilla)
8986, 63259p12,Cocoa Butter
12718, 63259p12,Fructose
7742, 63259p12,Whole Milk Powder
7120, 63259p12,Milk Chocolate Drops (Sugar
9608, 63259p12,Milk Fat
25158, 63259p12,Zinc Oxide
32622, 63259p12,Cyanocobalamin [Vit B12])
12096, 63259p12,Corn Starch
1522, 63259p12,Salt)
25780, 63259p12,Calcium Pantothenate [Vit B5]
15206, 63259p12,Salt
28268, 63259p12,Riboflavin [Vit B2]
18938, 63259p12,Natural Flavor
32000, 63259p12,Sodium Molybdate
11474, 63259p12,Marshmallow Pieces (Sugar
17072, 63259p12,Milk Protein Isolate
29512, 63259p12,Folic Acid [Vit B9]
16450, 63259p12,Fructooligosaccharides
20182, 63259p12,Water
13962, 63259p12,Corn Syrup Solids
22048, 63259p12,Vitamin & Mineral Blend (Calcium Phosphate
900, 63259p12,Tapioca Starch
2143, 63282p12,Corn Syrup
23291, 63282p12,Thiamine Mononitrate [Vit B1]
277, 63282p12,Soy Protein Nuggets (Isolated Soy Protein
18937, 63282p12,Niacinamide [Vit B3]
26401, 63282p12,Sodium Molybdate
14583, 63282p12,Corn Syrup Solids
16449, 63282p12,Vitamin & Mineral Blend (Calcium Phosphate
20803, 63282p12,Ferrous Fumarate [Iron]
19559, 63282p12,Zinc Oxide
7741, 63282p12,Cocoa Butter
7119, 63282p12,Milk Protein Isolate
15205, 63282p12,Guar Gum
1521, 63282p12,Salt)
22047, 63282p12,Vitamin A Palmitate
25157, 63282p12,Biotin [Vit B7]
13961, 63282p12,Natural Flavors
20181, 63282p12,Calcium Pantothenate [Vit B5]
9607, 63282p12,Chocolate Cookie Pieces (Wheat Flour
4009, 63282p12,Cocoa Powder
11473, 63282p12,Cocoa [Processed with Alkali]
27023, 63282p12,Cyanocobalamin [Vit B12])
3387, 63282p12,Fractionated Palm Kernel Oil
22669, 63282p12,Riboflavin [Vit B2]
21425, 63282p12,Pyridoxine Hydrochloride [Vit B6]
15827, 63282p12,Soy Lecithin
4631, 63282p12,Whey Powder
13339, 63282p12,Calcium Phosphate
10229, 63282p12,Cane Syrup Crystals
6497, 63282p12,Vanilla)
10851, 63282p12,Canola Oil
8363, 63282p12,Oat Fiber
8985, 63282p12,Glycerine
2765, 63282p12,Chocolate Flavored Coating (Sugar
23913, 63282p12,Folic Acid [Vit B9]
25779, 63282p12,Sodium Selenite
18315, 63282p12,dl-Alpha-Tocopheryl Acetate [Vit E]
899, 63282p12,Tapioca Starch
5253, 63282p12,Nonfat Milk Powder
24535, 63282p12,Chromium Chloride
17071, 63282p12,Ascorbic Acid [Vit C]
12095, 63282p12,Salt
12717, 63282p12,Sodium Bicarbonate) Less than 2% of the Following: Fructooligosaccharides
17693, 63282p12,Magnesium Oxide
11490, 63299p12,Soy Lecithin
7136, 63299p12,Sodium Caseinate
1538, 63299p12,Salt)
294, 63299p12,Soy Protein Nuggets (Isolated Soy Protein
3404, 63299p12,Fractionated Palm Kernel Oil
15222, 63299p12,Zinc Oxide
13978, 63299p12,dl-Alpha-Tocopheryl Acetate [Vit E]
8380, 63299p12,Glycerine Less than 2% of the Following: High Oleic Safflower Oil
916, 63299p12,Tapioca Starch
12112, 63299p12,Vitamin & Mineral Blend (Calcium Phosphate
5892, 63299p12,Vanilla)
7758, 63299p12,Raisins
17088, 63299p12,Pyridoxine Hydrochloride [Vit B6]
2782, 63299p12,Chocolate Flavored Coating (Sugar
2160, 63299p12,Corn Syrup
20198, 63299p12,Chromium Chloride
9624, 63299p12,Natural Flavor
12734, 63299p12,Ascorbic Acid [Vit C]
9002, 63299p12,Corn Syrup Solids
10868, 63299p12,Guar Gum
19576, 63299p12,Folic Acid [Vit B9]
15844, 63299p12,Calcium Pantothenate [Vit B5]
14600, 63299p12,Niacinamide [Vit B3]
13356, 63299p12,Magnesium Oxide
16466, 63299p12,Ferrous Fumarate [Iron]
17710, 63299p12,Vitamin A Palmitate
6514, 63299p12,Almonds
21442, 63299p12,Sodium Selenite
22686, 63299p12,Cyanocobalamin [Vit B12])
10246, 63299p12,Salt
22064, 63299p12,Sodium Molybdate
18332, 63299p12,Riboflavin [Vit B2]
4026, 63299p12,Cocoa Powder [Processed with Alkali]
20820, 63299p12,Biotin [Vit B7]
5270, 63299p12,Nonfat Milk Powder
18954, 63299p12,Thiamine Mononitrate [Vit B1]
30144, 63304p12,Calcium Pantothenate [Vit B5]
33254, 63304p12,Thiamine Mononitrate [Vit B1]
34498, 63304p12,Chromium Chloride
13350, 63304p12,Fat Replacer (White Grape Juice Concentrate
10862, 63304p12,Citric Acid
15838, 63304p12,Glycerine)
18326, 63304p12,Invert Sugar
22680, 63304p12,Malic Acid
3398, 63304p12,Fractionated Palm Kernel Oil
10240, 63304p12,Natural Strawberry Flavor With Other Natural Flavors
4642, 63304p12,Nonfat Yogurt Powder [Cultured With Nonfat Milk]
12728, 63304p12,High Oleic Safflower Oil
20192, 63304p12,Dextrose
35120, 63304p12,Biotin [Vit B7]
17704, 63304p12,Strawberry Juice Concentrate]
14594, 63304p12,Dates
24546, 63304p12,Natural Flavor
27034, 63304p12,Ascorbic Acid [Vit C]
21436, 63304p12,Palm Fat
32010, 63304p12,Vitamin A Palmitate
25168, 63304p12,Calcium Phosphate
4020, 63304p12,Nonfat Milk
288, 63304p12,Soy Protein Nuggets (Isolated Soy Protein
17082, 63304p12,Apple Strawberry Pieces (Fruit [Apple Puree Concentrate
8996, 63304p12,Strawberry Flavored Cranberries (Cranberries
20814, 63304p12,Wheat Fiber
32632, 63304p12,Riboflavin [Vit B2]
7130, 63304p12,Vanilla Extract)
5886, 63304p12,Modified Corn Starch
7752, 63304p12,Sodium Caseinate
28278, 63304p12,dl-Alpha-Tocopheryl Acetate [Vit E]
15216, 63304p12,Fructose
22058, 63304p12,Pectin
11484, 63304p12,Sunflower Oil
13972, 63304p12,Prunes
1532, 63304p12,Salt)
35742, 63304p12,Sodium Selenite
12106, 63304p12,Elderberry Juice Concentrate)
2154, 63304p12,Corn Syrup
36364, 63304p12,Sodium Molybdate
2776, 63304p12,Yogurt Flavored Coating (Dried Cane Syrup
18948, 63304p12,Sugar
16460, 63304p12,Glycerine
6508, 63304p12,Lactic Acid
8374, 63304p12,Gum Arabic
27656, 63304p12,Magnesium Oxide
910, 63304p12,Tapioca Starch
19570, 63304p12,Glycerol
28900, 63304p12,Niacinamide [Vit B3]
36986, 63304p12,Cyanocobalamin [Vit B12])
30766, 63304p12,Ferrous Fumarate [Iron]
33876, 63304p12,Folic Acid [Vit B9]
31388, 63304p12,Pyridoxine Hydrochloride [Vit B6]
23924, 63304p12,Elderberry Concentrate) Less than 2% of the Following: Guar Gum
26412, 63304p12,Vitamin & Mineral Blend (Calcium Phosphate
5264, 63304p12,Soy Lecithin
29522, 63304p12,Zinc Oxide
2159, 63309p12,Malt
915, 63309p12,Tapioca Starch
293, 63309p12,Soy Protein Nuggets (Isolated Soy Protein
7757, 63309p12,Lactic Acid
12111, 63309p12,Salt
20819, 63309p12,Folic Acid [Vit B9]
18953, 63309p12,Vitamin A Palmitate
11489, 63309p12,Glycerine Less than 2% of the Following: Natural Flavor
23929, 63309p12,Cyanocobalamin [Vit B12])
23307, 63309p12,Sodium Molybdate
15221, 63309p12,dl-Alpha-Tocopheryl Acetate [Vit E]
8379, 63309p12,Vanilla Extract)
7135, 63309p12,Modified Corn Starch
22063, 63309p12,Biotin [Vit B7]
4025, 63309p12,Yogurt Flavored Coating (Dried Cane Syrup
17087, 63309p12,Calcium Pantothenate [Vit B5]
20197, 63309p12,Thiamine Mononitrate [Vit B1]
13977, 63309p12,Ascorbic Acid [Vit C]
1537, 63309p12,Rice Flour
3403, 63309p12,Corn Syrup
9623, 63309p12,Almonds
2781, 63309p12,Salt)
9001, 63309p12,Milk Protein Isolate
4647, 63309p12,Fractionated Palm Kernel Oil
19575, 63309p12,Riboflavin [Vit B2]
13355, 63309p12,Vitamin & Mineral Blend (Calcium Phosphate
10245, 63309p12,Fructose Syrup
15843, 63309p12,Niacinamide [Vit B3]
5269, 63309p12,Nonfat Milk
22685, 63309p12,Sodium Selenite
10867, 63309p12,High Oleic Safflower Oil
17709, 63309p12,Ferrous Fumarate [Iron]
14599, 63309p12,Magnesium Oxide
12733, 63309p12,Xanthan Gum
18331, 63309p12,Pyridoxine Hydrochloride [Vit B6]
5891, 63309p12,Nonfat Yogurt Powder [Cultured With Nonfat Milk]
16465, 63309p12,Zinc Oxide
21441, 63309p12,Chromium Chloride
6513, 63309p12,Soy Lecithin
40097, 63505p12,Vanilla)
16461, 63505p12,Gum Arabic)
32633, 63505p12,Butter
11485, 63505p12,Natural Chocolate Liquor
289, 63505p12,Caramel Layer (Corn Syrup
5887, 63505p12,Soybean Lecithin
36365, 63505p12,Glycerine Less than 2% of the Following: Natural Flavor
41341, 63505p12,Vitamin & Mineral Blend (Calcium Phosphate
29523, 63505p12,Sodium Bicarbonate)
911, 63505p12,Sugar
35121, 63505p12,Cocoa Butter
28901, 63505p12,Salt
2777, 63505p12,Salted Butter
4021, 63505p12,Milk Protein [Total Milk Protein with Whey Protein Concentrate]
24547, 63505p12,Fructose Syrup
28279, 63505p12,Cocoa [Processed with Alkali]
7131, 63505p12,Soy Protein Nuggets (Isolated Soy Protein
18949, 63505p12,Soy Lecithin
47561, 63505p12,Riboflavin [Vit B2]
20815, 63505p12,Brown Rice Syrup
9619, 63505p12,Dark Chocolate Layer (Corn Syrup
1533, 63505p12,Sweetened Condensed Milk
51915, 63505p12,Cyanocobalamin [Vit B12])
51293, 63505p12,Sodium Molybdate
46939, 63505p12,Vitamin A Palmitate
31389, 63505p12,Pecans
32011, 63505p12,Natural Flavors
46317, 63505p12,Pyridoxine Hydrochloride [Vit B6]
27035, 63505p12,Organic Dried Cane Syrup
8997, 63505p12,Soy Protein Isolate
25169, 63505p12,Butter (Cream
17705, 63505p12,Fractionated Palm Kernel Oil
21437, 63505p12,Chocolate Drops (Sugar
12729, 63505p12,Milk Protein Isolate
30767, 63505p12,Glazed Pecans (Sugar
48183, 63505p12,Thiamine Mononitrate [Vit B1]
15839, 63505p12,Locust Bean Gum
36987, 63505p12,Chocolate Powder (Natural Cocoa Powder
45073, 63505p12,Calcium Pantothenate [Vit B5]
19571, 63505p12,Nonfat Milk Powder
3399, 63505p12,Fructose
44451, 63505p12,Zinc Oxide
10863, 63505p12,Palm Kernel Oil
42585, 63505p12,Magnesium Oxide
6509, 63505p12,Salt)
49427, 63505p12,Chromium Chloride
30145, 63505p12,High Oleic Safflower Oil
43207, 63505p12,dl-Alpha-Tocopheryl Acetate [Vit E]
18327, 63505p12,Cocoa Powder [Processed with Alkali]
38231, 63505p12,Chocolate Liquor
4643, 63505p12,Dextrose
8375, 63505p12,Tapioca Starch)
48805, 63505p12,Folic Acid [Vit B9]
15217, 63505p12,Xanthan Gum
41963, 63505p12,Ascorbic Acid [Vit C]
26413, 63505p12,Chocolate Cookie Pieces (Wheat Flour
35743, 63505p12,Whey Protein Isolate
13973, 63505p12,Natural Flavor
33877, 63505p12,Soy Lecithin)
5265, 63505p12,Vanilla Extract
45695, 63505p12,Ferrous Fumarate [Iron]
43829, 63505p12,Niacinamide [Vit B3]
27657, 63505p12,Canola Oil
50049, 63505p12,Biotin [Vit B7]
17083, 63505p12,Chocolate Flavored Coating (Sugar
50671, 63505p12,Sodium Selenite
2709, 64172p6,Natural Flavors
3331, 64172p6,Sodium Citrate Less than 2% of: Calcium Silicate
5819, 64172p6,Blue 1
4575, 64172p6,Sucralose
2087, 64172p6,Salt
843, 64172p6,Citric Acid
1465, 64172p6,Potassium Citrate
5197, 64172p6,Red 40
221, 64172p6,Anhydrous Dextrose
3953, 64172p6,Acesulfame Potassium
224, 64177p6,Anhydrous Dextrose
4578, 64177p6,Sucralose
3334, 64177p6,Natural & Artificial Flavor Less than 2% of: Calcium Silicate
2090, 64177p6,Salt
5200, 64177p6,Yellow 6
846, 64177p6,Citric Acid
3956, 64177p6,Acesulfame Potassium
2712, 64177p6,Sodium Citrate
1468, 64177p6,Potassium Citrate
26794, 64242e,Potassium Phosphate
3158, 64242e,Coconut Oil
23684, 64242e,Biotin
24928, 64242e,Vitamin D3
14354, 64242e,m-Inositol
26172, 64242e,Calcium Phosphate
12488, 64242e,Ascorbyl Palmitate
21818, 64242e,Folic Acid
29904, 64242e,Disodium Guanosine 5’-Monophosphate
24306, 64242e,Sodium Selenate
2536, 64242e,Soy Oil
8756, 64242e,Soy Lecithin
13732, 64242e,Taurine
8134, 64242e,Ascorbic Acid
23062, 64242e,Phylloquinone
10000, 64242e,Magnesium Chloride
30526, 64242e,Disodium Uridine 5’-Monophosphate)
13110, 64242e,Salt
3780, 64242e,Galactooligosaccharides Less than 2% of: C Cohnii Oil
25550, 64242e,Vitamin B12
48, 64242e,Nonfat Milk
7512, 64242e,Calcium Carbonate
22440, 64242e,Manganese Sulfate
11866, 64242e,Choline Chloride
21196, 64242e,Pyridoxine Hydrochloride
16842, 64242e,Niacinamide
670, 64242e,Lactose
14976, 64242e,Zinc Sulfate
19952, 64242e,Thiamine Chloride Hydrochloride
28038, 64242e,Potassium Hydroxide
20574, 64242e,Riboflavin
28660, 64242e,Nucleotides (Adenosine 5’-Monophosphate
27416, 64242e,Potassium Iodide
16220, 64242e,d-Alpha-Tocopheryl Acetate
15598, 64242e,Mixed Tocopherols
1292, 64242e,Whey Protein Concentrate
9378, 64242e,Potassium Chloride
1914, 64242e,High Oleic Safflower Oil
6268, 64242e,Lycopene
18708, 64242e,Vitamin A Palmitate
5024, 64242e,Beta-Carotene
19330, 64242e,Copper Sulfate
17464, 64242e,Calcium Pantothenate
5646, 64242e,Lutein
11244, 64242e,Choline Bitartrate
4402, 64242e,M Alpina Oil
6890, 64242e,Potassium Citrate
10622, 64242e,Ferrous Sulfate
29282, 64242e,Cytidine 5’-Monophosphate
18086, 64242e,L-Carnitine
23032, 64246e,Potassium Iodide
21788, 64246e,Pyridoxine Hydrochloride
29874, 64246e,Disodium Uridine 5’-Monophosphate)
19922, 64246e,Cupric Sulfate
1884, 64246e,Sugar
3128, 64246e,Coconut Oil
16190, 64246e,L-Carnitine
8104, 64246e,Calcium Phosphate
11836, 64246e,Ascorbyl Palmitate
25520, 64246e,Sodium Selenate
15568, 64246e,Calcium Carbonate
20544, 64246e,Thiamine Chloride Hydrochloride
13702, 64246e,Magnesium Chloride
22410, 64246e,Folic Acid
29252, 64246e,Disodium Guanosine 5’-Monophosphate
6860, 64246e,Potassium Chloride
27386, 64246e,Potassium Hydroxide
4372, 64246e,M Alpina Oil
9348, 64246e,Magnesium Phosphate
1262, 64246e,High Oleic Safflower Oil
19300, 64246e,Vitamin A Palmitate
14324, 64246e,Choline Bitartrate
21166, 64246e,Riboflavin
24898, 64246e,Biotin
2506, 64246e,Soy Oil
17434, 64246e,Niacinamide
7482, 64246e,Sodium Citrate
5616, 64246e,Lutein
18056, 64246e,d-Alpha-Tocopheryl Acetate
640, 64246e,Milk Protein Isolate
11214, 64246e,m-Inositol
24276, 64246e,Phylloquinone
12458, 64246e,Ferrous Sulfate
26142, 64246e,Vitamin D3
14946, 64246e,Zinc Sulfate
28630, 64246e,Cytidine 5’-Monophosphate
8726, 64246e,Potassium Citrate
16812, 64246e,Mixed Tocopherols
26764, 64246e,Cyanocobalamin
23654, 64246e,Manganese Sulfate
18, 64246e,Corn Syrup
18678, 64246e,Calcium Pantothenate
10592, 64246e,Choline Chloride
28008, 64246e,Nucleotides (Adenosine 5’-Monophosphate
6238, 64246e,Lycopene
9970, 64246e,Ascorbic Acid
4994, 64246e,Beta-Carotene
3750, 64246e,Galactooligosaccharides Less than 2% of: C Cohnii Oil
13080, 64246e,Taurine
5828, 64301e,Zinc Gluconate
230, 64301e,Water
7072, 64301e,Blue 1
852, 64301e,Dextrose Less than 10% of: Galactooligosaccharides
3340, 64301e,Sodium Citrate
5206, 64301e,Acesulfame Potassium
4584, 64301e,Sucralose
6450, 64301e,Red 40
2718, 64301e,Salt
1474, 64301e,Citric Acid
3962, 64301e,Natural & Artificial Flavor
2096, 64301e,Potassium Citrate
5816, 64307e,Zinc Gluconate
3950, 64307e,Natural & Artificial Flavor
3328, 64307e,Sodium Citrate
2706, 64307e,Salt
1462, 64307e,Citric Acid
218, 64307e,Water
840, 64307e,Dextrose Less than 10% of: Galactooligosaccharides
4572, 64307e,Sucralose
2084, 64307e,Potassium Citrate
5194, 64307e,Acesulfame Potassium
6438, 64307e,Yellow 6
5199, 64595p6,Red 40
4577, 64595p6,Sucralose
3333, 64595p6,Calcium Silicate
1467, 64595p6,Potassium Citrate
3955, 64595p6,Acesulfame Potassium
2089, 64595p6,Salt
2711, 64595p6,Sodium Citrate Less than 2% of: Natural & Artificial Flavor
845, 64595p6,Citric Acid
223, 64595p6,Anhydrous Dextrose
3332, 64598p6,Beet Powder Color
2710, 64598p6,Sodium Citrate Less than 2% of: Natural & Artificial Flavor
2088, 64598p6,Salt
222, 64598p6,Anhydrous Dextrose
844, 64598p6,Citric Acid
5198, 64598p6,Sucralose
5820, 64598p6,Blue 1
3954, 64598p6,Calcium Silicate
4576, 64598p6,Acesulfame Potassium
1466, 64598p6,Potassium Citrate
46, 64715e,Corn Maltodextrin (35%)
24926, 64715e,Biotin
10620, 64715e,Potassium Chloride
19950, 64715e,Vitamin A Palmitate
8754, 64715e,Salt
3778, 64715e,M Alpina Oil
9376, 64715e,L-Cystine Dihydrochloride
23682, 64715e,Potassium Hydroxide
16840, 64715e,L-Carnitine
14974, 64715e,Ascorbyl Palmitate
668, 64715e,Casein Hydrolysate [Derived from Milk] (18%)
17462, 64715e,Niacinamide
8132, 64715e,Ascorbic Acid
7510, 64715e,Monoglycerides
1912, 64715e,High Oleic Safflower Oil (10%)
23060, 64715e,Potassium Iodide
3156, 64715e,Soy Oil (8%) Less than 2% of: C Cohnii Oil
11864, 64715e,L-Tryptophan
13108, 64715e,Ferrous Sulfate
26170, 64715e,Vitamin D3
19328, 64715e,Cupric Sulfate
12486, 64715e,Choline Chloride
21194, 64715e,Riboflavin
11242, 64715e,L-Tyrosine
26792, 64715e,Cyanocobalamin
25548, 64715e,Sodium Selenate
16218, 64715e,Zinc Sulfate
2534, 64715e,Medium-Chain Triglycerides (10%)
9998, 64715e,Calcium Carbonate
5022, 64715e,DATEM
6888, 64715e,Magnesium Chloride
1290, 64715e,Sugar (15%)
15596, 64715e,dl-Alpha-Tocopheryl Acetate
