,Unnamed: 0,Amount per serving,% Daily Value*
0,"Vitamin D, mcg : 0.5",0.5,2.0
1,Vitamin A :,,25.0
2,Vitamin C :,,10.0
3,Vitamin E :,,15.0
4,Thiamin :,,20.0
5,Riboflavin :,,35.0
6,Niacin :,,50.0
7,Vitamin B6 :,,20.0
8,Folate :,,20.0
9,"Folic Acid, mcg : 48",48.0,
10,Vitamin B12 :,,10.0
11,Biotin :,,90.0
12,Pantothenic Acid :,,30.0
