Unnamed: 0,Amount per serving,% Daily Value*
"Vitamin D, mcg : 3.2",3.2,20.0
Vitamin A :,,10.0
Vitamin C :,,20.0
Vitamin E :,,20.0
Vitamin K :,,10.0
Thiamin :,,8.0
Riboflavin :,,20.0
Niacin :,,6.0
Vitamin B6 :,,8.0
Folate :,,4.0
"Folic Acid, mcg : 3.85",3.85,
Vitamin B12 :,,8.0
Biotin :,,10.0
Pantothenic Acid :,,6.0
Choline :,,8.0
