,Unnamed: 0,Amount per serving,% Daily Value*
0,"Vitamin D, mcg : 3.6",3.6,20.0
1,Vitamin A :,,10.0
2,Vitamin C :,,20.0
3,Vitamin E :,,10.0
4,Vitamin K :,,8.0
5,Thiamin :,,45.0
6,Riboflavin :,,30.0
7,Niacin :,,15.0
8,Vitamin B6 :,,25.0
9,Folate :,,20.0
10,"Folic Acid, mcg : 45",45.0,
11,Vitamin B12 :,,20.0
12,Biotin :,,10.0
13,Pantothenic Acid :,,25.0
14,Choline :,,10.0
