,Unnamed: 0,Amount per serving,% Daily Value*
0,"Vitamin D, mcg : 4",4.0,20.0
1,Vitamin A :,,25.0
2,Vitamin C :,,30.0
3,Vitamin E :,,15.0
4,Vitamin K :,,15.0
5,Thiamin :,,25.0
6,Riboflavin :,,25.0
7,Niacin :,,25.0
8,Vitamin B6 :,,25.0
9,Folate :,,25.0
10,"Folic Acid, mcg : 60",60.0,
11,Vitamin B12 :,,25.0
12,Biotin :,,15.0
13,Pantothenic Acid :,,15.0
