Unnamed: 0,Amount per serving,% Daily Value*
"Vitamin D, mcg : 2",2.0,10.0
Vitamin A :,,35.0
Vitamin C :,,30.0
Vitamin E :,,30.0
Vitamin K :,,15.0
Thiamin :,,25.0
Riboflavin :,,35.0
Niacin :,,35.0
Vitamin B6 :,,25.0
Folate :,,68.0
"Folic Acid, mcg : 160",160.0,
Vitamin B12 :,,35.0
Biotin :,,200.0
Pantothenic Acid :,,30.0
