,Unnamed: 0,Amount per serving,% Daily Value*
0,"Vitamin D, mcg : 3.2",3.2,20.0
1,Vitamin A :,,10.0
2,Vitamin C :,,20.0
3,Vitamin E :,,20.0
4,Vitamin K :,,10.0
5,Thiamin :,,8.0
6,Riboflavin :,,20.0
7,Niacin :,,6.0
8,Vitamin B6 :,,8.0
9,Folate :,,4.0
10,"Folic Acid, mcg : 3.85",3.85,
11,Vitamin B12 :,,8.0
12,Biotin :,,10.0
13,Pantothenic Acid :,,6.0
14,Choline :,,8.0
