Unnamed: 0,Amount per serving,% Daily Value*
"Vitamin A, mcg RAE : 180",180.0,
"Vitamin D, mcg : 5",5.0,
"Vitamin E, mg : 6.8",6.8,
"Vitamin K, mcg : 19",19.0,
"Vitamin C, mg : 23",23.0,
"Folate, mcg DFE : 300",300.0,
"Folic Acid, mcg : 180",180.0,
"Thiamin (Vitamin B1), mg : 0.6",0.6,
"Riboflavin (Vitamin B2), mg : 0.5",0.5,
"Vitamin B6, mg : 2.21",2.21,
"Vitamin B12, mcg : 1.2",1.2,
"Niacin, mg : 8",8.0,
"Choline, mg : 140",140.0,
"Biotin, mcg : 15",15.0,
"Pantothenic Acid, mg : 2.25",2.25,
