Unnamed: 0,Amount per serving,% Daily Value*
"Vitamin D, mcg : 0",0.0,0.0
Vitamin A :,,10.0
Vitamin C :,,40.0
Vitamin E :,,20.0
Thiamin :,,25.0
Riboflavin :,,10.0
Niacin :,,40.0
Vitamin B6 :,,40.0
"Folate, mcg DFE : 130",130.0,35.0
"Folic Acid, mcg : 80",80.0,
Vitamin B12 :,,70.0
Biotin :,,80.0
Pantothenic Acid :,,40.0
