,Unnamed: 0,Amount per serving,% Daily Value*
0,"Vitamin D, mcg : 6",6.0,30.0
1,Vitamin A :,,15.0
2,Vitamin C :,,20.0
3,Vitamin E :,,20.0
4,Vitamin K :,,15.0
5,Thiamin :,,30.0
6,Riboflavin :,,50.0
7,Niacin :,,30.0
8,Vitamin B6 :,,40.0
9,Folate :,,30.0
10,"Folic Acid, mcg : 72",72.0,
11,Vitamin B12 :,,10.0
12,Biotin :,,30.0
13,Pantothenic Acid :,,50.0
14,Choline :,,10.0
