,Unnamed: 0,Amount per serving,% Daily Value*
0,Vitamin A :,,10
1,Vitamin C :,,20
2,Vitamin E :,,25
3,Thiamin :,,20
4,Riboflavin :,,40
5,Niacin :,,40
6,Vitamin B6 :,,40
7,Folate :,,20
8,Vitamin B12 :,,35
9,Biotin :,,10
10,Pantothenic Acid :,,20
