,Unnamed: 0,Amount per serving,% Daily Value*
0,"Vitamin D, mcg : 10",10.0,50.0
1,Vitamin A :,,25.0
2,Vitamin E :,,25.0
3,Vitamin K :,,20.0
4,Thiamin :,,50.0
5,Riboflavin :,,40.0
6,Niacin :,,20.0
7,Vitamin B6 :,,30.0
8,"Folate, mcg DFE : 80",80.0,20.0
9,"Folic Acid, mcg : 50",50.0,
10,Vitamin B12 :,,110.0
11,Biotin :,,30.0
12,Pantothenic Acid :,,40.0
