Unnamed: 0,Amount per serving,% Daily Value*
"Vitamin D, mcg : 1.5",1.5,8.0
Vitamin A :,,25.0
Vitamin C :,,20.0
Vitamin E :,,25.0
Vitamin K :,,15.0
Thiamin :,,25.0
Riboflavin :,,25.0
Niacin :,,40.0
Vitamin B6 :,,20.0
Folate :,,70.0
"Folic Acid, mcg : 160",160.0,
Vitamin B12 :,,40.0
Biotin :,,150.0
Pantothenic Acid :,,30.0
