Unnamed: 0,Amount per serving,% Daily Value*
"Vitamin D, mcg : 1",1.0,6.0
Vitamin A :,,15.0
Vitamin C :,,10.0
Vitamin E :,,25.0
Vitamin K :,,10.0
Thiamin :,,15.0
Riboflavin :,,20.0
Niacin :,,20.0
Vitamin B6 :,,20.0
Folate :,,25.0
"Folic Acid, mcg : 60",60.0,
Vitamin B12 :,,25.0
Biotin :,,150.0
Pantothenic Acid :,,35.0
