Unnamed: 0,Amount per serving,% Daily Value*
"Vitamin A, IU : 1500<sup>†</sup>",1500†,
"Beta-Carotene, mg : 0.5",0.5,
"Vitamin D, IU : 67",67,
"Vitamin E, IU : 7.5",7.5,
"Vitamin K, mcg : 14",14,
"Vitamin C, mg : 50",50,
"Folic Acid, mcg : 100",100,
"Vitamin B1, mg : 0.38",0.38,
"Vitamin B2, mg : 0.43",0.43,
"Vitamin B6, mg : 0.50",0.50,
"Vitamin B12, mcg : 1.5",1.5,
"Niacin, mg : 5.0",5.0,
"Choline, mg : 100",100,
"Biotin, mcg : 75",75,
"Pantothenic Acid, mg : 2.5",2.5,
