,Unnamed: 0,Amount per serving,% Daily Value*
0,"Vitamin D, mcg : 6",6.0,30.0
1,Vitamin A :,,15.0
2,Vitamin C :,,25.0
3,Vitamin E :,,20.0
4,Vitamin K :,,15.0
5,Thiamin :,,25.0
6,Riboflavin :,,25.0
7,Niacin :,,20.0
8,Vitamin B6 :,,20.0
9,Folate :,,15.0
10,"Folic Acid, mcg : 36",36.0,
11,Vitamin B12 :,,20.0
12,Biotin :,,25.0
13,Pantothenic Acid :,,25.0
14,Choline :,,15.0
