Unnamed: 0,Amount per serving,% Daily Value*
"Vitamin D, mcg : 10",10.0,50.0
Vitamin A :,,25.0
Vitamin E :,,25.0
Vitamin K :,,20.0
Thiamin :,,50.0
Riboflavin :,,40.0
Niacin :,,20.0
Vitamin B6 :,,30.0
"Folate, mcg DFE : 80",80.0,20.0
"Folic Acid, mcg : 50",50.0,
Vitamin B12 :,,110.0
Biotin :,,30.0
Pantothenic Acid :,,40.0
