,Unnamed: 0,Amount per serving,% Daily Value*
0,"Vitamin D, mcg : 2",2.0,10.0
1,Vitamin A :,,35.0
2,Vitamin C :,,30.0
3,Vitamin E :,,30.0
4,Vitamin K :,,15.0
5,Thiamin :,,25.0
6,Riboflavin :,,35.0
7,Niacin :,,35.0
8,Vitamin B6 :,,25.0
9,Folate :,,68.0
10,"Folic Acid, mcg : 160",160.0,
11,Vitamin B12 :,,35.0
12,Biotin :,,200.0
13,Pantothenic Acid :,,30.0
